Emotion,Sentence,Sentence_cleaned
Other,"giáo viên tiếng anh ở cấp thcs cực kì chán , phát âm sai bét , giao tiếp tiếng anh thì cứ ừ à .",giáo viên tiếng anh ở cấp thcs cực kì chán phát âm sai bét giao tiếp tiếng anh thì cứ ừ à
Disgust,nó còn kể với bạn nó .. bạn nó cũng là bạn mình,nó còn kể với bạn nó bạn nó cũng là bạn mình
Anger,dume tao chửi cho nó sấp mặt luôn chứ còn gì nữa,dume tao chửi cho nó sấp mặt luôn chứ còn gì nữa
Enjoyment,cầu trời phật cho đại gia đình con sức khỏe !,cầu trời phật cho đại gia đình con sức khỏe
Disgust,do chính sách quản lý yếu kém mới ra vậy đó,do chính sách quản lý yếu kém mới ra vậy đó
Enjoyment,con đáng yêu quá,con đáng yêu quá
Enjoyment,hồi xưa còn bị vén tà áo dài nằm lên bàn rồi đánh . chứ quỳ thế này có là gì đâu . giờ mới thấy cảm ơn thầy cô vì hồi đó đã như vậy .,hồi xưa còn bị vén tà áo dài nằm lên bàn rồi đánh chứ quỳ thế này có là gì đâu giờ mới thấy cảm ơn thầy cô vì hồi đó đã như vậy
Enjoyment,phim nay và phim triệu phú ổ chuột là 2 phim của ấn mà mình thích nhất,phim nay và phim triệu phú ổ chuột là 2 phim của ấn mà mình thích nhất
Other,:))) bố mày nghi nghi rồi . tắt loa auto sáng suốt :))),bố mày nghi nghi rồi tắt loa auto sáng suốt
Enjoyment,trời . cưng chết được,trời cưng chết được
Enjoyment,dù chỉ là 1 cây bông nhưng nó là tất cả tình yêu của ông dành cho bà ❤❤❤,dù chỉ là 1 cây bông nhưng nó là tất cả tình yêu của ông dành cho bà ❤
Disgust,thằng nào phán sai bỏ tiền túi ra mà đền cho người bị oan sai đừng lấy tiền của nhà nước,thằng nào phán sai bỏ tiền túi ra mà đền cho người bị oan sai đừng lấy tiền của nhà nước
Enjoyment,chỉ để nhìn cái thôi :)),chỉ để nhìn cái thôi
Anger,"thôi , không tranh luận với các ông . thế đi đường gặp thằng nào đỗ thế này cả nửa ngày , mà tắc đường và gọi nó không được , các ông đừng há mồm ra dume nó nhé . vì nó đúng mà",thôi không tranh luận với các ông thế đi đường gặp thằng nào đỗ thế này cả nửa ngày mà tắc đường và gọi nó không được các ông đừng há mồm ra dume nó nhé vì nó đúng mà
Surprise,2 thằng chúng mày lại không làm gì được ư ?,2 thằng chúng mày lại không làm gì được ư
Enjoyment,chai này mới ghi được nhìu chữ kkk,chai này mới ghi được nhìu chữ không
Other,không biết mình có được may mắn như cụ bà này không,không bt mình có được may mắn như cụ bà này không
Surprise,mũ sơ sài mà hiệu quả vãi,mũ sơ sài mà hiệu quả vãi
Disgust,"per nghe đồn mày yêu mèo , mà sao mày không đáng yêu :))",per nghe đồn mày yêu mèo mà sao mày không đáng yêu
Fear,đcm ác mộng,địt cụ mày ác mộng
Fear,per gặp tao chắc tao đái trong vần 😅😅,per gặp tao chắc tao đái trong vần 😅😅
Disgust,mấy thằng súc vật 😡,mấy thằng súc vật 😡
Anger,cáu vãi :))),cáu vãi
Other,per bảo sao tao cứ muốn nghỉ việc . lm với cái tao sờ choét lắm,per bảo sao tao cứ muốn nghỉ việc làm với cái tao sờ choét lắm
Enjoyment,""" vậy là đủ tuổi ngồi tù rồi nhỉ ?"" , mặt anh rất tỉnh và đẹp zai =))",vậy là đủ tuổi ngồi tù rồi nhỉ mặt anh rất tỉnh và đẹp zai
Other,giống chó này tên là gì vậy các bác 🙄,giống chó này tên là gì vậy các bác 🙄
Sadness,làm bộ mặt ngầu cho thằng thỏ để ý mà thằng này láo ăn thiệt đéo cho mình ăn ké quê thiệt là quê luôn,làm bộ mặt ngầu cho thằng thỏ để ý mà thằng này láo ăn thiệt đéo cho mình ăn ké quê thiệt là quê luôn
Enjoyment,tao thấy dễ thương màaaa,tao thấy dễ thương màa
Enjoyment,cách người ta phản ứng cũng văn minh ghê ❤️,cách người ta phản ứng cũng văn minh ghê ❤️
Sadness,"per 😥 cảm thấy tội lỗi quá , từ nay không chụp nữa thiệt luôn",per 😥 cảm thấy tội lỗi quá từ nay không chụp nữa thiệt luôn
Disgust,em mà biết nó vô văn hóa thế thì em cũng làm cách này luôn cho nó nhanh ah :-),em mà bt nó vô văn hóa thế thì em cũng làm cách này luôn cho nó nhanh ah
Other,per hồi lớp 1 tao quên nhãn vở mỹ thuật sợ đánh quá ngồi khóc tè le,per hồi lớp 1 tao quên nhãn vở mỹ thuật sợ đánh quá ngồi khóc tè le
Enjoyment,cảm ơn các anh tình nguyện viên .,cảm ơn các anh tình nguyện viên
Enjoyment,thật tuyệt vời !,thật tuyệt vời
Enjoyment,3 thằng ngốc . xem ý nghĩa lắm,3 thằng ngốc xem ý nghĩa lắm
Enjoyment,dễ thương quá !!!,dễ thương quá
Anger,"thì đi ra chỗ khác viết , đụ mẹ coi mà tao tức á .",thì đi ra chỗ khác viết đụ mẹ coi mà tao tức á
Enjoyment,bà ngoại của em đáng yêu hơn thế này nhiều,bà ngoại của em đáng yêu hơn thế này nhiều
Anger,đem hủy mẹ đi . đấu giá cái quần què gì xong thằng mua lại nó hứng nó cho cả thế giới dính vr cmnl .,đem hủy mẹ đi đấu giá cái quần què gì xong thằng mua lại nó hứng nó cho cả thế giới dính vr cmnl
Fear,đã sợ rồi .. cố gắng hí mắt để xa ra để coi như thế nào .. khúc cuối hết hồn dục luôn cái điện thoại :))),đã sợ rồi cố gắng hí mắt để xa ra để coi như thế nào khúc cuối hết hồn dục luôn cái điện thoại
Enjoyment,tao thấy cảm động vãi .,tao thấy cảm động vãi
Fear,cũng sợ mấy con ngoe nguẩy như giòi 😰,cũng sợ mấy con ngoe nguẩy như giòi 😰
Sadness,đáng lẽ bệnh của tao đã không nặng đến thế,đáng lẽ bệnh của tao đã không nặng đến thế
Surprise,đẹp khó tin quá,đẹp khó tin quá
Enjoyment,xấu mà đáng yêuc quá,xấu mà đáng yêuc quá
Other,"t xem cái này từ lâu lâu lâu rồi cơ , đéo bất ngờ gì cạ 😕",tao xem cái này từ lâu lâu lâu rồi cơ đéo bất ngờ gì cạ 😕
Surprise,duới miền tây là kiến vàng sao ngoài ấy lại dùng kiến đen nhỉ ?,duới miền tây là kiến vàng sao ngoài ấy lại dùng kiến đen nhỉ
Surprise,xưa dữ luôn,xưa dữ luôn
Disgust,"con cái có hư hỏng thì cha mẹ phải dạy dỗ , chứ cái loại thờ ơ khi con mình hư hỏng thế này thì đúng là dột từ nóc rồi .",con cái có hư hỏng thì cha mẹ phải dạy dỗ chứ cái loại thờ ơ khi con mình hư hỏng thế này thì đúng là dột từ nóc rồi
Enjoyment,mê trai hơn bạn có thật :(,mê trai hơn bạn có thật
Enjoyment,má toàn truyện trong mơ không hà mắc cười quá 😂,má toàn truyện trong mơ không hà mắc cười quá 😂
Disgust,per khóc quá trời rủ họp lớp đéo thấy đâu,per khóc quá trời rủ họp lớp đéo thấy đâu
Enjoyment,phim ấn thì của lão amir khan là hay vol,phim ấn thì của lão amir khan là hay vol
Enjoyment,"cha quay phim cũng không phải dạng vừa , mẹ diễn viên thần thái vãi",cha quay phim cũng không phải dạng vừa mẹ diễn viên thần thái vãi
Sadness,ơ thế hoá ra tao không bị ngu một mình ?,ơ thế hoá ra tao không bị ngu một mình
Enjoyment,"động lực là lo được cho gdinh , tự chủ bản thân",động lực là lo được cho gdinh tự chủ bản thân
Enjoyment,nhìn nữa sao . hỏng yêu đi . cho doi . vui vẻ,nhìn nữa sao hỏng yêu đi cho doi vui vẻ
Disgust,trời đất . 580k không tiếc thì tiếc gì trời . người ta làm ăn đàng hoàng . hứa hươu hứa vượn . là người lớn mà làm trò mất nết vậy trời @@,trời đất 580k không tiếc thì tiếc gì trời người ta làm ăn đàng hoàng hứa hươu hứa vượn là người lớn mà làm trò mất nết vậy trời
Enjoyment,cảm ơn bạn vì đã chia sẻ cũng như đã luôn sáng suốt để không làm gì sai,cảm ơn bạn vì đã chia sẻ cũng như đã luôn sáng suốt để không làm gì sai
Enjoyment,"rất dũng cảm , đáng yêu quá",rất dũng cảm đáng yêu quá
Enjoyment,nhà tao còn nè,nhà tao còn nè
Enjoyment,dễ thương quá hà,dễ thương quá hà
Disgust,"như mọi năm thôi mưa gió rét mướt , bây giờ mót ỉa là chỉ có thánh mới giúp được",như mọi năm thôi mưa gió rét mướt bây giờ mót ỉa là chỉ có thánh mới giúp được
Enjoyment,đọan con chó tao cười đau bụng,đọan con chó tao cười đau bụng
Enjoyment,đó cũng là giải pháp hay để lừa một thèn ngu :))),đó cũng là giải pháp hay để lừa một thèn ngu
Fear,tao lại sợ ngôn tình quá cơ 😒,tao lại sợ ngôn tình quá cơ 😒
Other,per ít bữa dẫn mày xem cái này,per ít bữa dẫn mày xem cái này
Other,lên báo sớm thôi nhỉ,lên báo sớm thôi nhỉ
Disgust,tỏ tình cho nó biết thôi chứ yêu đương gì tầm này :(((,tỏ tình cho nó bt thôi chứ yêu đương gì tầm này
Enjoyment,cầu mong những công ơn sinh thành luôn mạnh khỏe .,cầu mong những công ơn sinh thành luôn mạnh khỏe
Disgust,cái miệng nó nhanh hơn cái não,cái miệng nó nhanh hơn cái não
Disgust,thành phố tao nhiều người còn dân trí thấp là sao ? bố con dở người,thành phố tao nhiều người còn dân trí thấp là sao bố con dở người
Other,per giống súp lơ của bạn mình,per giống súp lơ của bạn mình
Fear,"k có con gì ác bằng con người , các con bé như thế mà nó không tha",không có con gì ác bằng con người các con bé như thế mà nó không tha
Other,chi phí kiểm toán và thuê người tổ chức hòa giải chia chác thôi,chi phí kiểm toán và thuê người tổ chức hòa giải chia chác thôi
Anger,thêm cả trò mắt mèo khốn nạn nữa,thêm cả trò mắt mèo khốn nạn nữa
Sadness,ăn ở cái gì huhu,ăn ở cái gì huhu
Enjoyment,nhiều lúc ngáo ngáo thoải mái đến mức người yêu cũng đéo bằng nó và đến khi nó thổ lộ tình cảm thì tao đéo tin :v,nhiều lúc ngáo ngáo thoải mái đến mức người yêu cũng đéo bằng nó và đến khi nó thổ lộ tình cảm thì tao đéo tin v
Disgust,vẫn bình thường chán làm khách sạn nhọc nhục hơn 👻👻 xoạc nhau nước nôi máu me be bét ra 😭 kinh chết mẹ 😶,vẫn bình thường chán làm khách sạn nhọc nhục hơn 👻👻 xoạc nhau nước nôi máu me be bét ra 😭 kinh chết mẹ 😶
Anger,đúng là khốn nạn mà,đúng là khốn nạn mà
Enjoyment,ôi hạnh phúc quá 😄😄😄,ôi hạnh phúc quá 😄
Sadness,"per hồi học đại học , điện hỏi xin tiền bố , bố ra ngân hàng gửi tiền rồi điện em hỏi stk rồi hỏi "" tên mày là gì ??"" 😭😭",per hồi học đại học điện hỏi xin tiền bố bố ra ngân hàng gửi tiền rồi điện em hỏi stk rồi hỏi tên mày là gì 😭😭
Sadness,đúng . biết là sự thật tàn nhẫn nhưng vẫn muốn biết rõ cho nhẹ lòng hơn :(,đúng bt là sự thật tàn nhẫn nhưng vẫn muốn bt rõ cho nhẹ lòng hơn
Surprise,mấy kiếp tu luyện mà có 5 triệu thôi à ?,mấy kiếp tu luyện mà có 5 triệu thôi à
Sadness,đau còn hơn tỏ tình bị từ chối per,đau còn hơn tỏ tình bị từ chối per
Enjoyment,dễ thương vãi ♥♥♥,dễ thương vãi ♥
Fear,bố mày đã sợ nhện rồi xem cái video này ... vãi đái :(((,bố mày đã sợ nhện rồi xem cái video này vãi đái
Enjoyment,bà xinh thật sự ❤️,bà xinh thật sự ❤️
Surprise,đây là hội à mày ? làm tao phải lên gg tra sao lại đông người thế :)),đây là hội à mày làm tao phải lên gg tra sao lại đông người thế
Other,lại khoe có người yêu - _ -,lại khoe có người yêu
Disgust,đừng trao duyên cho tao khi chưa biết rõ tao :(,đừng trao duyên cho tao khi chưa bt rõ tao
Sadness,chưa có cơ hội nói cảm ơn và xin lỗi . vì chúng ta xứng đáng được bình yên,chưa có cơ hội nói cảm ơn và xin lỗi vì chúng ta xứng đáng được bình yên
Other,đáng nhẽ nên làm việc này từ sớm . chứ hàn quốc họ làm từ lâu rồi ạ,đáng nhẽ nên làm việc này từ sớm chứ hàn quốc họ làm từ lâu rồi ạ
Sadness,"quá bản lĩnh luôn , người đáng nể , tiếc là anh ấy sắp bị tử hình rồi",quá bản lĩnh luôn người đáng nể tiếc là anh ấy sắp bị tử hình rồi
Disgust,không biết mấy ba mấy mẹ chơi bửa đó có xem được bài viết này không 😂😂😂... có ai lên incon phẫn nộ thì hiểu rồi ha,không bt mấy ba mấy mẹ chơi bửa đó có xem được bài viết này không 😂 có ai lên incon phẫn nộ thì hiểu rồi ha
Enjoyment,góp phần xây dựng đất nước chứ gì kkk đóng nhiếu rứa,góp phần xây dựng đất nước chứ gì không đóng nhiếu rứa
Anger,"đm hồi đó nhà có nuôi bốn con , bữa đang ngồi chơi nặn đất sét nó chạy cả lũ tới , thật sự là tao không biết con đéo nào nhma có một con trong đó kéo áo phía sau lưng tao lên rồi cả lũ cắn lưng tao dume nó thốn vãi luôn . thề !",địt mẹ hồi đó nhà có nuôi bốn con bữa đang ngồi chơi nặn đất sét nó chạy cả lũ tới thật sự là tao không bt con đéo nào nhma có một con trong đó kéo áo phía sau lưng tao lên rồi cả lũ cắn lưng tao dume nó thốn vãi luôn thề
Disgust,cải ngu lắm ... chưa ai ngu như cải tao thì không yêu đi yêu đứa vừa béo vừa lắm lông,cải ngu lắm chưa ai ngu như cải tao thì không yêu đi yêu đứa vừa béo vừa lắm lông
Disgust,toàn lũ đầu trâu mặt ngựa,toàn lũ đầu trâu mặt ngựa
Enjoyment,làm tao liên tưởng đển phượng hoàng cổ trấn :))),làm tao liên tưởng đển phượng hoàng cổ trấn
Other,cố gắng đi gần người ta 1 xíu . rồi lướt qua nhau như 1 cơn gió,cố gắng đi gần người ta 1 xíu rồi lướt qua nhau như 1 cơn gió
